"X","date","store_nbr","item_nbr","units","tmax","tmin","tavg","depart","dewpoint","wetbulb","heat","cool","sunrise","sunset","snowfall","perciptotal","stnpressure","sealevel","resultspeed","resultdir","avgspeed","RA","FZ","FG","BR","UP","MI","SN","HZ","VC","TS","DZ","BL","BC","DU","SQ","PL","FU","GR","GS","SG","PR","FG2"
16250,"2012-01-04",15,45,100,58,27,43,0,16,32,22,0,0,0,0,0,24.49,30.36,5.5,19,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18101,"2012-01-04",32,9,54,58,27,43,0,16,32,22,0,0,0,0,0,24.49,30.36,5.5,19,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18111,"2012-01-04",32,19,1,58,27,43,0,16,32,22,0,0,0,0,0,24.49,30.36,5.5,19,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18137,"2012-01-04",32,45,50,58,27,43,0,16,32,22,0,0,0,0,0,24.49,30.36,5.5,19,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18150,"2012-01-04",32,58,2,58,27,43,0,16,32,22,0,0,0,0,0,24.49,30.36,5.5,19,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18541,"2012-01-04",37,5,53,58,27,43,0,16,32,22,0,0,0,0,0,24.49,30.36,5.5,19,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18581,"2012-01-04",37,45,50,58,27,43,0,16,32,22,0,0,0,0,0,24.49,30.36,5.5,19,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18589,"2012-01-04",37,53,2,58,27,43,0,16,32,22,0,0,0,0,0,24.49,30.36,5.5,19,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21094,"2012-01-05",15,5,112,66,35,51,0,21,37,14,0,0,0,0,0,24.26,30.04,4.2,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21134,"2012-01-05",15,45,103,66,35,51,0,21,37,14,0,0,0,0,0,24.26,30.04,4.2,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21150,"2012-01-05",15,61,2,66,35,51,0,21,37,14,0,0,0,0,0,24.26,30.04,4.2,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21182,"2012-01-05",15,93,5,66,35,51,0,21,37,14,0,0,0,0,0,24.26,30.04,4.2,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22985,"2012-01-05",32,9,96,66,35,51,0,21,37,14,0,0,0,0,0,24.26,30.04,4.2,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22995,"2012-01-05",32,19,1,66,35,51,0,21,37,14,0,0,0,0,0,24.26,30.04,4.2,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23021,"2012-01-05",32,45,32,66,35,51,0,21,37,14,0,0,0,0,0,24.26,30.04,4.2,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23425,"2012-01-05",37,5,43,66,35,51,0,21,37,14,0,0,0,0,0,24.26,30.04,4.2,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23465,"2012-01-05",37,45,62,66,35,51,0,21,37,14,0,0,0,0,0,24.26,30.04,4.2,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23473,"2012-01-05",37,53,1,66,35,51,0,21,37,14,0,0,0,0,0,24.26,30.04,4.2,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25978,"2012-01-06",15,5,100,45,25,35,0,22,31,30,0,0,0,0,0,24.21,30.01,3.6,12,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26018,"2012-01-06",15,45,112,45,25,35,0,22,31,30,0,0,0,0,0,24.21,30.01,3.6,12,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26034,"2012-01-06",15,61,3,45,25,35,0,22,31,30,0,0,0,0,0,24.21,30.01,3.6,12,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27869,"2012-01-06",32,9,55,45,25,35,0,22,31,30,0,0,0,0,0,24.21,30.01,3.6,12,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27905,"2012-01-06",32,45,48,45,25,35,0,22,31,30,0,0,0,0,0,24.21,30.01,3.6,12,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28309,"2012-01-06",37,5,38,45,25,35,0,22,31,30,0,0,0,0,0,24.21,30.01,3.6,12,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28349,"2012-01-06",37,45,72,45,25,35,0,22,31,30,0,0,0,0,0,24.21,30.01,3.6,12,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28357,"2012-01-06",37,53,2,45,25,35,0,22,31,30,0,0,0,0,0,24.21,30.01,3.6,12,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30862,"2012-01-07",15,5,220,39,22,31,0,23,27,34,0,0,0,0,0.16,24.19,30.07,4.6,33,5.9,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30874,"2012-01-07",15,17,4,39,22,31,0,23,27,34,0,0,0,0,0.16,24.19,30.07,4.6,33,5.9,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30902,"2012-01-07",15,45,171,39,22,31,0,23,27,34,0,0,0,0,0.16,24.19,30.07,4.6,33,5.9,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30918,"2012-01-07",15,61,2,39,22,31,0,23,27,34,0,0,0,0,0.16,24.19,30.07,4.6,33,5.9,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32753,"2012-01-07",32,9,81,39,22,31,0,23,27,34,0,0,0,0,0.16,24.19,30.07,4.6,33,5.9,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32763,"2012-01-07",32,19,2,39,22,31,0,23,27,34,0,0,0,0,0.16,24.19,30.07,4.6,33,5.9,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32789,"2012-01-07",32,45,63,39,22,31,0,23,27,34,0,0,0,0,0.16,24.19,30.07,4.6,33,5.9,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32795,"2012-01-07",32,51,2,39,22,31,0,23,27,34,0,0,0,0,0.16,24.19,30.07,4.6,33,5.9,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32802,"2012-01-07",32,58,2,39,22,31,0,23,27,34,0,0,0,0,0.16,24.19,30.07,4.6,33,5.9,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32830,"2012-01-07",32,86,2,39,22,31,0,23,27,34,0,0,0,0,0.16,24.19,30.07,4.6,33,5.9,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32837,"2012-01-07",32,93,8,39,22,31,0,23,27,34,0,0,0,0,0.16,24.19,30.07,4.6,33,5.9,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33193,"2012-01-07",37,5,112,39,22,31,0,23,27,34,0,0,0,0,0.16,24.19,30.07,4.6,33,5.9,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33233,"2012-01-07",37,45,65,39,22,31,0,23,27,34,0,0,0,0,0.16,24.19,30.07,4.6,33,5.9,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33241,"2012-01-07",37,53,2,39,22,31,0,23,27,34,0,0,0,0,0.16,24.19,30.07,4.6,33,5.9,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35746,"2012-01-08",15,5,232,33,11,22,0,15,20,43,0,0,0,0,0,24.32,30.29,3.8,18,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35758,"2012-01-08",15,17,2,33,11,22,0,15,20,43,0,0,0,0,0,24.32,30.29,3.8,18,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35786,"2012-01-08",15,45,175,33,11,22,0,15,20,43,0,0,0,0,0,24.32,30.29,3.8,18,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35802,"2012-01-08",15,61,3,33,11,22,0,15,20,43,0,0,0,0,0,24.32,30.29,3.8,18,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35834,"2012-01-08",15,93,3,33,11,22,0,15,20,43,0,0,0,0,0,24.32,30.29,3.8,18,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37637,"2012-01-08",32,9,48,33,11,22,0,15,20,43,0,0,0,0,0,24.32,30.29,3.8,18,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37647,"2012-01-08",32,19,1,33,11,22,0,15,20,43,0,0,0,0,0,24.32,30.29,3.8,18,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37673,"2012-01-08",32,45,42,33,11,22,0,15,20,43,0,0,0,0,0,24.32,30.29,3.8,18,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37679,"2012-01-08",32,51,1,33,11,22,0,15,20,43,0,0,0,0,0,24.32,30.29,3.8,18,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37686,"2012-01-08",32,58,2,33,11,22,0,15,20,43,0,0,0,0,0,24.32,30.29,3.8,18,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38077,"2012-01-08",37,5,71,33,11,22,0,15,20,43,0,0,0,0,0,24.32,30.29,3.8,18,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38117,"2012-01-08",37,45,80,33,11,22,0,15,20,43,0,0,0,0,0,24.32,30.29,3.8,18,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40630,"2012-01-09",15,5,111,47,17,32,0,19,27,33,0,0,0,0,0,24.37,30.31,3.4,18,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40642,"2012-01-09",15,17,3,47,17,32,0,19,27,33,0,0,0,0,0,24.37,30.31,3.4,18,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40670,"2012-01-09",15,45,111,47,17,32,0,19,27,33,0,0,0,0,0,24.37,30.31,3.4,18,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40686,"2012-01-09",15,61,1,47,17,32,0,19,27,33,0,0,0,0,0,24.37,30.31,3.4,18,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42521,"2012-01-09",32,9,54,47,17,32,0,19,27,33,0,0,0,0,0,24.37,30.31,3.4,18,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42557,"2012-01-09",32,45,57,47,17,32,0,19,27,33,0,0,0,0,0,24.37,30.31,3.4,18,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42961,"2012-01-09",37,5,94,47,17,32,0,19,27,33,0,0,0,0,0,24.37,30.31,3.4,18,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43001,"2012-01-09",37,45,51,47,17,32,0,19,27,33,0,0,0,0,0,24.37,30.31,3.4,18,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43009,"2012-01-09",37,53,1,47,17,32,0,19,27,33,0,0,0,0,0,24.37,30.31,3.4,18,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45514,"2012-01-10",15,5,81,56,28,42,0,24,33,23,0,0,0,0,0,24.13,29.96,4.1,16,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45554,"2012-01-10",15,45,78,56,28,42,0,24,33,23,0,0,0,0,0,24.13,29.96,4.1,16,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45570,"2012-01-10",15,61,3,56,28,42,0,24,33,23,0,0,0,0,0,24.13,29.96,4.1,16,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47405,"2012-01-10",32,9,76,56,28,42,0,24,33,23,0,0,0,0,0,24.13,29.96,4.1,16,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47441,"2012-01-10",32,45,56,56,28,42,0,24,33,23,0,0,0,0,0,24.13,29.96,4.1,16,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47845,"2012-01-10",37,5,58,56,28,42,0,24,33,23,0,0,0,0,0,24.13,29.96,4.1,16,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47885,"2012-01-10",37,45,39,56,28,42,0,24,33,23,0,0,0,0,0,24.13,29.96,4.1,16,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50398,"2012-01-11",15,5,137,41,3,0,0,12,16,0,0,0,0,0,0.01,24.24,30.15,5.3,4,8.8,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50438,"2012-01-11",15,45,73,41,3,0,0,12,16,0,0,0,0,0,0.01,24.24,30.15,5.3,4,8.8,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52289,"2012-01-11",32,9,82,41,3,0,0,12,16,0,0,0,0,0,0.01,24.24,30.15,5.3,4,8.8,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52325,"2012-01-11",32,45,35,41,3,0,0,12,16,0,0,0,0,0,0.01,24.24,30.15,5.3,4,8.8,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52331,"2012-01-11",32,51,2,41,3,0,0,12,16,0,0,0,0,0,0.01,24.24,30.15,5.3,4,8.8,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52338,"2012-01-11",32,58,4,41,3,0,0,12,16,0,0,0,0,0,0.01,24.24,30.15,5.3,4,8.8,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52729,"2012-01-11",37,5,40,41,3,0,0,12,16,0,0,0,0,0,0.01,24.24,30.15,5.3,4,8.8,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52769,"2012-01-11",37,45,38,41,3,0,0,12,16,0,0,0,0,0,0.01,24.24,30.15,5.3,4,8.8,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52777,"2012-01-11",37,53,3,41,3,0,0,12,16,0,0,0,0,0,0.01,24.24,30.15,5.3,4,8.8,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55282,"2012-01-12",15,5,58,40,-1,20,0,3,18,45,0,0,0,0,0,24.24,30.23,3.2,25,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55294,"2012-01-12",15,17,1,40,-1,20,0,3,18,45,0,0,0,0,0,24.24,30.23,3.2,25,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55322,"2012-01-12",15,45,77,40,-1,20,0,3,18,45,0,0,0,0,0,24.24,30.23,3.2,25,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55338,"2012-01-12",15,61,1,40,-1,20,0,3,18,45,0,0,0,0,0,24.24,30.23,3.2,25,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55370,"2012-01-12",15,93,4,40,-1,20,0,3,18,45,0,0,0,0,0,24.24,30.23,3.2,25,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57173,"2012-01-12",32,9,76,40,-1,20,0,3,18,45,0,0,0,0,0,24.24,30.23,3.2,25,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57183,"2012-01-12",32,19,1,40,-1,20,0,3,18,45,0,0,0,0,0,24.24,30.23,3.2,25,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57209,"2012-01-12",32,45,40,40,-1,20,0,3,18,45,0,0,0,0,0,24.24,30.23,3.2,25,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57215,"2012-01-12",32,51,2,40,-1,20,0,3,18,45,0,0,0,0,0,24.24,30.23,3.2,25,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57222,"2012-01-12",32,58,1,40,-1,20,0,3,18,45,0,0,0,0,0,24.24,30.23,3.2,25,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57613,"2012-01-12",37,5,41,40,-1,20,0,3,18,45,0,0,0,0,0,24.24,30.23,3.2,25,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57653,"2012-01-12",37,45,62,40,-1,20,0,3,18,45,0,0,0,0,0,24.24,30.23,3.2,25,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60166,"2012-01-13",15,5,72,44,19,32,0,7,25,33,0,0,0,0,0,24.23,30.11,7.4,26,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60206,"2012-01-13",15,45,139,44,19,32,0,7,25,33,0,0,0,0,0,24.23,30.11,7.4,26,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60222,"2012-01-13",15,61,2,44,19,32,0,7,25,33,0,0,0,0,0,24.23,30.11,7.4,26,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62057,"2012-01-13",32,9,14,44,19,32,0,7,25,33,0,0,0,0,0,24.23,30.11,7.4,26,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62067,"2012-01-13",32,19,1,44,19,32,0,7,25,33,0,0,0,0,0,24.23,30.11,7.4,26,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62093,"2012-01-13",32,45,49,44,19,32,0,7,25,33,0,0,0,0,0,24.23,30.11,7.4,26,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62099,"2012-01-13",32,51,1,44,19,32,0,7,25,33,0,0,0,0,0,24.23,30.11,7.4,26,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62106,"2012-01-13",32,58,4,44,19,32,0,7,25,33,0,0,0,0,0,24.23,30.11,7.4,26,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62497,"2012-01-13",37,5,90,44,19,32,0,7,25,33,0,0,0,0,0,24.23,30.11,7.4,26,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62537,"2012-01-13",37,45,71,44,19,32,0,7,25,33,0,0,0,0,0,24.23,30.11,7.4,26,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65050,"2012-01-14",15,5,245,53,20,37,0,12,30,28,0,0,0,0,0,24.24,30.08,8,20,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65090,"2012-01-14",15,45,159,53,20,37,0,12,30,28,0,0,0,0,0,24.24,30.08,8,20,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65106,"2012-01-14",15,61,3,53,20,37,0,12,30,28,0,0,0,0,0,24.24,30.08,8,20,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65138,"2012-01-14",15,93,4,53,20,37,0,12,30,28,0,0,0,0,0,24.24,30.08,8,20,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
