"X","date","store_nbr","item_nbr","units","tmax","tmin","tavg","depart","dewpoint","wetbulb","heat","cool","sunrise","sunset","snowfall","perciptotal","stnpressure","sealevel","resultspeed","resultdir","avgspeed","RA","FZ","FG","BR","UP","MI","SN","HZ","VC","TS","DZ","BL","BC","DU","SQ","PL","FU","GR","GS","SG","PR","FG2"
40642,"2012-01-09",15,17,3,47,17,32,0,19,27,33,0,0,0,0,0,24.37,30.31,3.4,18,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40670,"2012-01-09",15,45,111,47,17,32,0,19,27,33,0,0,0,0,0,24.37,30.31,3.4,18,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40686,"2012-01-09",15,61,1,47,17,32,0,19,27,33,0,0,0,0,0,24.37,30.31,3.4,18,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45514,"2012-01-10",15,5,81,56,28,42,0,24,33,23,0,0,0,0,0,24.13,29.96,4.1,16,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45554,"2012-01-10",15,45,78,56,28,42,0,24,33,23,0,0,0,0,0,24.13,29.96,4.1,16,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45570,"2012-01-10",15,61,3,56,28,42,0,24,33,23,0,0,0,0,0,24.13,29.96,4.1,16,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50398,"2012-01-11",15,5,137,41,3,0,0,12,16,0,0,0,0,0,0.01,24.24,30.15,5.3,4,8.8,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50438,"2012-01-11",15,45,73,41,3,0,0,12,16,0,0,0,0,0,0.01,24.24,30.15,5.3,4,8.8,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55282,"2012-01-12",15,5,58,40,-1,20,0,3,18,45,0,0,0,0,0,24.24,30.23,3.2,25,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55294,"2012-01-12",15,17,1,40,-1,20,0,3,18,45,0,0,0,0,0,24.24,30.23,3.2,25,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55322,"2012-01-12",15,45,77,40,-1,20,0,3,18,45,0,0,0,0,0,24.24,30.23,3.2,25,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55338,"2012-01-12",15,61,1,40,-1,20,0,3,18,45,0,0,0,0,0,24.24,30.23,3.2,25,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55370,"2012-01-12",15,93,4,40,-1,20,0,3,18,45,0,0,0,0,0,24.24,30.23,3.2,25,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60166,"2012-01-13",15,5,72,44,19,32,0,7,25,33,0,0,0,0,0,24.23,30.11,7.4,26,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60206,"2012-01-13",15,45,139,44,19,32,0,7,25,33,0,0,0,0,0,24.23,30.11,7.4,26,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60222,"2012-01-13",15,61,2,44,19,32,0,7,25,33,0,0,0,0,0,24.23,30.11,7.4,26,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65050,"2012-01-14",15,5,245,53,20,37,0,12,30,28,0,0,0,0,0,24.24,30.08,8,20,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65090,"2012-01-14",15,45,159,53,20,37,0,12,30,28,0,0,0,0,0,24.24,30.08,8,20,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65106,"2012-01-14",15,61,3,53,20,37,0,12,30,28,0,0,0,0,0,24.24,30.08,8,20,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65138,"2012-01-14",15,93,4,53,20,37,0,12,30,28,0,0,0,0,0,24.24,30.08,8,20,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69934,"2012-01-15",15,5,118,54,33,44,0,12,33,21,0,0,0,0,0,24.01,29.75,11.1,22,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69974,"2012-01-15",15,45,172,54,33,44,0,12,33,21,0,0,0,0,0,24.01,29.75,11.1,22,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69990,"2012-01-15",15,61,1,54,33,44,0,12,33,21,0,0,0,0,0,24.01,29.75,11.1,22,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74818,"2012-01-16",15,5,64,41,16,29,0,17,24,36,0,0,0,0,0.02,23.98,29.76,1.5,32,7.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74858,"2012-01-16",15,45,112,41,16,29,0,17,24,36,0,0,0,0,0.02,23.98,29.76,1.5,32,7.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74874,"2012-01-16",15,61,2,41,16,29,0,17,24,36,0,0,0,0,0.02,23.98,29.76,1.5,32,7.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74906,"2012-01-16",15,93,1,41,16,29,0,17,24,36,0,0,0,0,0.02,23.98,29.76,1.5,32,7.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79702,"2012-01-17",15,5,58,27,5,16,0,7,14,49,0,0,0,0,0,24.23,30.22,7.2,13,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79742,"2012-01-17",15,45,88,27,5,16,0,7,14,49,0,0,0,0,0,24.23,30.22,7.2,13,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79758,"2012-01-17",15,61,2,27,5,16,0,7,14,49,0,0,0,0,0,24.23,30.22,7.2,13,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79790,"2012-01-17",15,93,2,27,5,16,0,7,14,49,0,0,0,0,0,24.23,30.22,7.2,13,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84586,"2012-01-18",15,5,44,45,14,0,0,14,28,0,0,0,0,0,0,24.05,29.9,4.7,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84626,"2012-01-18",15,45,106,45,14,0,0,14,28,0,0,0,0,0,0,24.05,29.9,4.7,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84642,"2012-01-18",15,61,2,45,14,0,0,14,28,0,0,0,0,0,0,24.05,29.9,4.7,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84674,"2012-01-18",15,93,3,45,14,0,0,14,28,0,0,0,0,0,0,24.05,29.9,4.7,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89470,"2012-01-19",15,5,133,60,33,47,0,25,38,18,0,0,0,0,0,23.95,29.66,2.2,13,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89510,"2012-01-19",15,45,93,60,33,47,0,25,38,18,0,0,0,0,0,23.95,29.66,2.2,13,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89526,"2012-01-19",15,61,1,60,33,47,0,25,38,18,0,0,0,0,0,23.95,29.66,2.2,13,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94354,"2012-01-20",15,5,95,53,34,44,0,23,35,21,0,0,0,0,0,24.06,29.76,2.3,29,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94394,"2012-01-20",15,45,105,53,34,44,0,23,35,21,0,0,0,0,0,24.06,29.76,2.3,29,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94410,"2012-01-20",15,61,1,53,34,44,0,23,35,21,0,0,0,0,0,24.06,29.76,2.3,29,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99238,"2012-01-21",15,5,162,64,34,49,0,23,37,16,0,0,0,0,0,23.75,29.44,13.9,20,16.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99278,"2012-01-21",15,45,179,64,34,49,0,23,37,16,0,0,0,0,0,23.75,29.44,13.9,20,16.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99294,"2012-01-21",15,61,1,64,34,49,0,23,37,16,0,0,0,0,0,23.75,29.44,13.9,20,16.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99326,"2012-01-21",15,93,8,64,34,49,0,23,37,16,0,0,0,0,0,23.75,29.44,13.9,20,16.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104122,"2012-01-22",15,5,155,45,26,36,0,12,29,29,0,0,0,0,0,23.93,29.6,10.5,31,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104162,"2012-01-22",15,45,176,45,26,36,0,12,29,29,0,0,0,0,0,23.93,29.6,10.5,31,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104178,"2012-01-22",15,61,2,45,26,36,0,12,29,29,0,0,0,0,0,23.93,29.6,10.5,31,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109006,"2012-01-23",15,5,107,48,25,37,0,14,28,28,0,0,0,0,0,24.05,29.85,6.8,15,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109046,"2012-01-23",15,45,96,48,25,37,0,14,28,28,0,0,0,0,0,24.05,29.85,6.8,15,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109094,"2012-01-23",15,93,1,48,25,37,0,14,28,28,0,0,0,0,0,24.05,29.85,6.8,15,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113890,"2012-01-24",15,5,59,35,22,29,0,23,28,36,0,0,0,0,0,24.24,30.09,2.5,33,4.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113930,"2012-01-24",15,45,85,35,22,29,0,23,28,36,0,0,0,0,0,24.24,30.09,2.5,33,4.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118774,"2012-01-25",15,5,52,61,21,41,0,16,32,24,0,0,0,0,0,24.24,30.08,8.2,28,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118814,"2012-01-25",15,45,79,61,21,41,0,16,32,24,0,0,0,0,0,24.24,30.08,8.2,28,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123658,"2012-01-26",15,5,62,54,32,43,0,17,33,22,0,0,0,0,0,24.16,29.91,1.8,23,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123698,"2012-01-26",15,45,85,54,32,43,0,17,33,22,0,0,0,0,0,24.16,29.91,1.8,23,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123714,"2012-01-26",15,61,1,54,32,43,0,17,33,22,0,0,0,0,0,24.16,29.91,1.8,23,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123746,"2012-01-26",15,93,1,54,32,43,0,17,33,22,0,0,0,0,0,24.16,29.91,1.8,23,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128542,"2012-01-27",15,5,63,43,18,31,0,17,25,34,0,0,0,0,0,24.29,30.14,3.3,36,8.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128582,"2012-01-27",15,45,112,43,18,31,0,17,25,34,0,0,0,0,0,24.29,30.14,3.3,36,8.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128598,"2012-01-27",15,61,1,43,18,31,0,17,25,34,0,0,0,0,0,24.29,30.14,3.3,36,8.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133426,"2012-01-28",15,5,156,45,15,30,0,5,22,35,0,0,0,0,0,24.36,30.32,2.6,19,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133466,"2012-01-28",15,45,147,45,15,30,0,5,22,35,0,0,0,0,0,24.36,30.32,2.6,19,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133482,"2012-01-28",15,61,5,45,15,30,0,5,22,35,0,0,0,0,0,24.36,30.32,2.6,19,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138310,"2012-01-29",15,5,90,53,26,40,0,15,32,25,0,0,0,0,0,24.31,30.16,7,25,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138350,"2012-01-29",15,45,155,53,26,40,0,15,32,25,0,0,0,0,0,24.31,30.16,7,25,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138366,"2012-01-29",15,61,1,53,26,40,0,15,32,25,0,0,0,0,0,24.31,30.16,7,25,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143194,"2012-01-30",15,5,74,59,31,45,0,15,33,20,0,0,0,0,0,24.1,29.85,5.4,19,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143234,"2012-01-30",15,45,114,59,31,45,0,15,33,20,0,0,0,0,0,24.1,29.85,5.4,19,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148078,"2012-01-31",15,5,53,51,25,38,0,15,30,27,0,0,0,0,0,24.21,30,3.1,16,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148118,"2012-01-31",15,45,105,51,25,38,0,15,30,27,0,0,0,0,0,24.21,30,3.1,16,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148134,"2012-01-31",15,61,2,51,25,38,0,15,30,27,0,0,0,0,0,24.21,30,3.1,16,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152962,"2012-02-01",15,5,73,52,25,39,0,11,28,26,0,0,0,0,0,24.27,30.12,5.9,17,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153002,"2012-02-01",15,45,120,52,25,39,0,11,28,26,0,0,0,0,0,24.27,30.12,5.9,17,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153050,"2012-02-01",15,93,2,52,25,39,0,11,28,26,0,0,0,0,0,24.27,30.12,5.9,17,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157846,"2012-02-02",15,5,226,42,29,36,0,17,28,29,0,0,0,0,0.04,24.16,30,5.8,34,9.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157886,"2012-02-02",15,45,163,42,29,36,0,17,28,29,0,0,0,0,0.04,24.16,30,5.8,34,9.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157902,"2012-02-02",15,61,2,42,29,36,0,17,28,29,0,0,0,0,0.04,24.16,30,5.8,34,9.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162730,"2012-02-03",15,5,88,30,24,27,0,24,25,38,0,0,0,0,1.33,24.39,30.33,15.8,35,15.9,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
162770,"2012-02-03",15,45,85,30,24,27,0,24,25,38,0,0,0,0,1.33,24.39,30.33,15.8,35,15.9,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
162786,"2012-02-03",15,61,2,30,24,27,0,24,25,38,0,0,0,0,1.33,24.39,30.33,15.8,35,15.9,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
167614,"2012-02-04",15,5,71,30,11,21,0,18,21,44,0,0,0,0,0.01,24.51,30.54,1.3,35,5.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167654,"2012-02-04",15,45,147,30,11,21,0,18,21,44,0,0,0,0,0.01,24.51,30.54,1.3,35,5.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167670,"2012-02-04",15,61,2,30,11,21,0,18,21,44,0,0,0,0,0.01,24.51,30.54,1.3,35,5.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172498,"2012-02-05",15,5,87,35,5,20,0,11,16,45,0,0,0,0,0,24.39,30.45,2.5,17,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172538,"2012-02-05",15,45,129,35,5,20,0,11,16,45,0,0,0,0,0,24.39,30.45,2.5,17,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177382,"2012-02-06",15,5,135,33,11,22,0,14,21,43,0,0,0,0,0,24.3,30.27,3.8,33,6.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177422,"2012-02-06",15,45,100,33,11,22,0,14,21,43,0,0,0,0,0,24.3,30.27,3.8,33,6.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177438,"2012-02-06",15,61,2,33,11,22,0,14,21,43,0,0,0,0,0,24.3,30.27,3.8,33,6.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182266,"2012-02-07",15,5,118,24,12,18,0,15,18,47,0,0,0,0,0.01,24.43,30.45,1.5,6,3.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182306,"2012-02-07",15,45,78,24,12,18,0,15,18,47,0,0,0,0,0.01,24.43,30.45,1.5,6,3.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182322,"2012-02-07",15,61,1,24,12,18,0,15,18,47,0,0,0,0,0.01,24.43,30.45,1.5,6,3.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187150,"2012-02-08",15,5,61,43,9,26,0,15,21,39,0,0,0,0,0,24.29,30.28,0.6,24,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187190,"2012-02-08",15,45,106,43,9,26,0,15,21,39,0,0,0,0,0,24.29,30.28,0.6,24,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187206,"2012-02-08",15,61,3,43,9,26,0,15,21,39,0,0,0,0,0,24.29,30.28,0.6,24,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192034,"2012-02-09",15,5,221,41,20,31,0,18,26,34,0,0,0,0,0,24.29,30.21,2.6,15,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192074,"2012-02-09",15,45,107,41,20,31,0,18,26,34,0,0,0,0,0,24.29,30.21,2.6,15,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192122,"2012-02-09",15,93,6,41,20,31,0,18,26,34,0,0,0,0,0,24.29,30.21,2.6,15,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196918,"2012-02-10",15,5,116,40,15,28,0,17,23,37,0,0,0,0,0,24.31,30.24,1.4,11,6.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196958,"2012-02-10",15,45,140,40,15,28,0,17,23,37,0,0,0,0,0,24.31,30.24,1.4,11,6.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196974,"2012-02-10",15,61,2,40,15,28,0,17,23,37,0,0,0,0,0,24.31,30.24,1.4,11,6.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201802,"2012-02-11",15,5,128,20,9,15,0,10,13,50,0,0,0,0,0,24.37,30.41,3.3,33,4.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
