"X","date","store_nbr","item_nbr","units","tmax","tmin","tavg","depart","dewpoint","wetbulb","heat","cool","sunrise","sunset","snowfall","perciptotal","stnpressure","sealevel","resultspeed","resultdir","avgspeed","RA","FZ","FG","BR","UP","MI","SN","HZ","VC","TS","DZ","BL","BC","DU","SQ","PL","FU","GR","GS","SG","PR","FG2"
18589,"2012-01-04",37,53,2,58,27,43,0,16,32,22,0,0,0,0,0,24.49,30.36,5.5,19,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23425,"2012-01-05",37,5,43,66,35,51,0,21,37,14,0,0,0,0,0,24.26,30.04,4.2,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23465,"2012-01-05",37,45,62,66,35,51,0,21,37,14,0,0,0,0,0,24.26,30.04,4.2,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23473,"2012-01-05",37,53,1,66,35,51,0,21,37,14,0,0,0,0,0,24.26,30.04,4.2,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28309,"2012-01-06",37,5,38,45,25,35,0,22,31,30,0,0,0,0,0,24.21,30.01,3.6,12,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28349,"2012-01-06",37,45,72,45,25,35,0,22,31,30,0,0,0,0,0,24.21,30.01,3.6,12,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28357,"2012-01-06",37,53,2,45,25,35,0,22,31,30,0,0,0,0,0,24.21,30.01,3.6,12,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33193,"2012-01-07",37,5,112,39,22,31,0,23,27,34,0,0,0,0,0.16,24.19,30.07,4.6,33,5.9,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33233,"2012-01-07",37,45,65,39,22,31,0,23,27,34,0,0,0,0,0.16,24.19,30.07,4.6,33,5.9,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33241,"2012-01-07",37,53,2,39,22,31,0,23,27,34,0,0,0,0,0.16,24.19,30.07,4.6,33,5.9,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38077,"2012-01-08",37,5,71,33,11,22,0,15,20,43,0,0,0,0,0,24.32,30.29,3.8,18,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38117,"2012-01-08",37,45,80,33,11,22,0,15,20,43,0,0,0,0,0,24.32,30.29,3.8,18,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42961,"2012-01-09",37,5,94,47,17,32,0,19,27,33,0,0,0,0,0,24.37,30.31,3.4,18,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43001,"2012-01-09",37,45,51,47,17,32,0,19,27,33,0,0,0,0,0,24.37,30.31,3.4,18,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43009,"2012-01-09",37,53,1,47,17,32,0,19,27,33,0,0,0,0,0,24.37,30.31,3.4,18,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47845,"2012-01-10",37,5,58,56,28,42,0,24,33,23,0,0,0,0,0,24.13,29.96,4.1,16,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47885,"2012-01-10",37,45,39,56,28,42,0,24,33,23,0,0,0,0,0,24.13,29.96,4.1,16,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52729,"2012-01-11",37,5,40,41,3,0,0,12,16,0,0,0,0,0,0.01,24.24,30.15,5.3,4,8.8,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52769,"2012-01-11",37,45,38,41,3,0,0,12,16,0,0,0,0,0,0.01,24.24,30.15,5.3,4,8.8,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52777,"2012-01-11",37,53,3,41,3,0,0,12,16,0,0,0,0,0,0.01,24.24,30.15,5.3,4,8.8,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57613,"2012-01-12",37,5,41,40,-1,20,0,3,18,45,0,0,0,0,0,24.24,30.23,3.2,25,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57653,"2012-01-12",37,45,62,40,-1,20,0,3,18,45,0,0,0,0,0,24.24,30.23,3.2,25,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62497,"2012-01-13",37,5,90,44,19,32,0,7,25,33,0,0,0,0,0,24.23,30.11,7.4,26,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62537,"2012-01-13",37,45,71,44,19,32,0,7,25,33,0,0,0,0,0,24.23,30.11,7.4,26,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67381,"2012-01-14",37,5,86,53,20,37,0,12,30,28,0,0,0,0,0,24.24,30.08,8,20,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67421,"2012-01-14",37,45,79,53,20,37,0,12,30,28,0,0,0,0,0,24.24,30.08,8,20,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67429,"2012-01-14",37,53,5,53,20,37,0,12,30,28,0,0,0,0,0,24.24,30.08,8,20,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72265,"2012-01-15",37,5,80,54,33,44,0,12,33,21,0,0,0,0,0,24.01,29.75,11.1,22,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72305,"2012-01-15",37,45,88,54,33,44,0,12,33,21,0,0,0,0,0,24.01,29.75,11.1,22,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77149,"2012-01-16",37,5,77,41,16,29,0,17,24,36,0,0,0,0,0.02,23.98,29.76,1.5,32,7.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77189,"2012-01-16",37,45,74,41,16,29,0,17,24,36,0,0,0,0,0.02,23.98,29.76,1.5,32,7.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82033,"2012-01-17",37,5,36,27,5,16,0,7,14,49,0,0,0,0,0,24.23,30.22,7.2,13,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82073,"2012-01-17",37,45,41,27,5,16,0,7,14,49,0,0,0,0,0,24.23,30.22,7.2,13,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82081,"2012-01-17",37,53,1,27,5,16,0,7,14,49,0,0,0,0,0,24.23,30.22,7.2,13,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86917,"2012-01-18",37,5,47,45,14,0,0,14,28,0,0,0,0,0,0,24.05,29.9,4.7,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86957,"2012-01-18",37,45,49,45,14,0,0,14,28,0,0,0,0,0,0,24.05,29.9,4.7,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86965,"2012-01-18",37,53,3,45,14,0,0,14,28,0,0,0,0,0,0,24.05,29.9,4.7,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91801,"2012-01-19",37,5,32,60,33,47,0,25,38,18,0,0,0,0,0,23.95,29.66,2.2,13,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91841,"2012-01-19",37,45,49,60,33,47,0,25,38,18,0,0,0,0,0,23.95,29.66,2.2,13,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96685,"2012-01-20",37,5,43,53,34,44,0,23,35,21,0,0,0,0,0,24.06,29.76,2.3,29,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96725,"2012-01-20",37,45,68,53,34,44,0,23,35,21,0,0,0,0,0,24.06,29.76,2.3,29,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101569,"2012-01-21",37,5,127,64,34,49,0,23,37,16,0,0,0,0,0,23.75,29.44,13.9,20,16.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101609,"2012-01-21",37,45,69,64,34,49,0,23,37,16,0,0,0,0,0,23.75,29.44,13.9,20,16.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101617,"2012-01-21",37,53,1,64,34,49,0,23,37,16,0,0,0,0,0,23.75,29.44,13.9,20,16.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106453,"2012-01-22",37,5,81,45,26,36,0,12,29,29,0,0,0,0,0,23.93,29.6,10.5,31,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106493,"2012-01-22",37,45,94,45,26,36,0,12,29,29,0,0,0,0,0,23.93,29.6,10.5,31,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106501,"2012-01-22",37,53,1,45,26,36,0,12,29,29,0,0,0,0,0,23.93,29.6,10.5,31,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111337,"2012-01-23",37,5,81,48,25,37,0,14,28,28,0,0,0,0,0,24.05,29.85,6.8,15,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111377,"2012-01-23",37,45,55,48,25,37,0,14,28,28,0,0,0,0,0,24.05,29.85,6.8,15,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116221,"2012-01-24",37,5,78,35,22,29,0,23,28,36,0,0,0,0,0,24.24,30.09,2.5,33,4.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116261,"2012-01-24",37,45,45,35,22,29,0,23,28,36,0,0,0,0,0,24.24,30.09,2.5,33,4.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116269,"2012-01-24",37,53,2,35,22,29,0,23,28,36,0,0,0,0,0,24.24,30.09,2.5,33,4.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121105,"2012-01-25",37,5,33,61,21,41,0,16,32,24,0,0,0,0,0,24.24,30.08,8.2,28,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121145,"2012-01-25",37,45,36,61,21,41,0,16,32,24,0,0,0,0,0,24.24,30.08,8.2,28,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125989,"2012-01-26",37,5,71,54,32,43,0,17,33,22,0,0,0,0,0,24.16,29.91,1.8,23,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126029,"2012-01-26",37,45,44,54,32,43,0,17,33,22,0,0,0,0,0,24.16,29.91,1.8,23,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130873,"2012-01-27",37,5,82,43,18,31,0,17,25,34,0,0,0,0,0,24.29,30.14,3.3,36,8.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130913,"2012-01-27",37,45,55,43,18,31,0,17,25,34,0,0,0,0,0,24.29,30.14,3.3,36,8.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130921,"2012-01-27",37,53,2,43,18,31,0,17,25,34,0,0,0,0,0,24.29,30.14,3.3,36,8.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135757,"2012-01-28",37,5,60,45,15,30,0,5,22,35,0,0,0,0,0,24.36,30.32,2.6,19,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135797,"2012-01-28",37,45,87,45,15,30,0,5,22,35,0,0,0,0,0,24.36,30.32,2.6,19,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135805,"2012-01-28",37,53,1,45,15,30,0,5,22,35,0,0,0,0,0,24.36,30.32,2.6,19,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140641,"2012-01-29",37,5,53,53,26,40,0,15,32,25,0,0,0,0,0,24.31,30.16,7,25,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140681,"2012-01-29",37,45,88,53,26,40,0,15,32,25,0,0,0,0,0,24.31,30.16,7,25,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140689,"2012-01-29",37,53,3,53,26,40,0,15,32,25,0,0,0,0,0,24.31,30.16,7,25,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145525,"2012-01-30",37,5,59,59,31,45,0,15,33,20,0,0,0,0,0,24.1,29.85,5.4,19,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145565,"2012-01-30",37,45,73,59,31,45,0,15,33,20,0,0,0,0,0,24.1,29.85,5.4,19,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150409,"2012-01-31",37,5,48,51,25,38,0,15,30,27,0,0,0,0,0,24.21,30,3.1,16,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150449,"2012-01-31",37,45,55,51,25,38,0,15,30,27,0,0,0,0,0,24.21,30,3.1,16,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150457,"2012-01-31",37,53,6,51,25,38,0,15,30,27,0,0,0,0,0,24.21,30,3.1,16,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155293,"2012-02-01",37,5,69,52,25,39,0,11,28,26,0,0,0,0,0,24.27,30.12,5.9,17,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155333,"2012-02-01",37,45,65,52,25,39,0,11,28,26,0,0,0,0,0,24.27,30.12,5.9,17,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160177,"2012-02-02",37,5,122,42,29,36,0,17,28,29,0,0,0,0,0.04,24.16,30,5.8,34,9.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160217,"2012-02-02",37,45,82,42,29,36,0,17,28,29,0,0,0,0,0.04,24.16,30,5.8,34,9.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165061,"2012-02-03",37,5,42,30,24,27,0,24,25,38,0,0,0,0,1.33,24.39,30.33,15.8,35,15.9,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
165101,"2012-02-03",37,45,43,30,24,27,0,24,25,38,0,0,0,0,1.33,24.39,30.33,15.8,35,15.9,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
165109,"2012-02-03",37,53,1,30,24,27,0,24,25,38,0,0,0,0,1.33,24.39,30.33,15.8,35,15.9,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
169945,"2012-02-04",37,5,90,30,11,21,0,18,21,44,0,0,0,0,0.01,24.51,30.54,1.3,35,5.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169985,"2012-02-04",37,45,70,30,11,21,0,18,21,44,0,0,0,0,0.01,24.51,30.54,1.3,35,5.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169993,"2012-02-04",37,53,3,30,11,21,0,18,21,44,0,0,0,0,0.01,24.51,30.54,1.3,35,5.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174829,"2012-02-05",37,5,66,35,5,20,0,11,16,45,0,0,0,0,0,24.39,30.45,2.5,17,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174869,"2012-02-05",37,45,66,35,5,20,0,11,16,45,0,0,0,0,0,24.39,30.45,2.5,17,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179713,"2012-02-06",37,5,36,33,11,22,0,14,21,43,0,0,0,0,0,24.3,30.27,3.8,33,6.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179753,"2012-02-06",37,45,48,33,11,22,0,14,21,43,0,0,0,0,0,24.3,30.27,3.8,33,6.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184597,"2012-02-07",37,5,33,24,12,18,0,15,18,47,0,0,0,0,0.01,24.43,30.45,1.5,6,3.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184637,"2012-02-07",37,45,49,24,12,18,0,15,18,47,0,0,0,0,0.01,24.43,30.45,1.5,6,3.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189481,"2012-02-08",37,5,57,43,9,26,0,15,21,39,0,0,0,0,0,24.29,30.28,0.6,24,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189521,"2012-02-08",37,45,53,43,9,26,0,15,21,39,0,0,0,0,0,24.29,30.28,0.6,24,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194365,"2012-02-09",37,5,54,41,20,31,0,18,26,34,0,0,0,0,0,24.29,30.21,2.6,15,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194405,"2012-02-09",37,45,39,41,20,31,0,18,26,34,0,0,0,0,0,24.29,30.21,2.6,15,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199249,"2012-02-10",37,5,66,40,15,28,0,17,23,37,0,0,0,0,0,24.31,30.24,1.4,11,6.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199289,"2012-02-10",37,45,69,40,15,28,0,17,23,37,0,0,0,0,0,24.31,30.24,1.4,11,6.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204133,"2012-02-11",37,5,122,20,9,15,0,10,13,50,0,0,0,0,0,24.37,30.41,3.3,33,4.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204173,"2012-02-11",37,45,96,20,9,15,0,10,13,50,0,0,0,0,0,24.37,30.41,3.3,33,4.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204181,"2012-02-11",37,53,1,20,9,15,0,10,13,50,0,0,0,0,0,24.37,30.41,3.3,33,4.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209017,"2012-02-12",37,5,96,31,8,20,0,13,18,45,0,0,0,0,0,23.98,29.95,1.4,35,3.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209057,"2012-02-12",37,45,96,31,8,20,0,13,18,45,0,0,0,0,0,23.98,29.95,1.4,35,3.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213901,"2012-02-13",37,5,103,38,24,31,0,24,29,34,0,0,0,0,0,23.95,29.77,3,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213941,"2012-02-13",37,45,70,38,24,31,0,24,29,34,0,0,0,0,0,23.95,29.77,3,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213949,"2012-02-13",37,53,2,38,24,31,0,24,29,34,0,0,0,0,0,23.95,29.77,3,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218785,"2012-02-14",37,5,30,47,19,33,0,19,27,32,0,0,0,0,0,23.95,29.77,1.8,21,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218825,"2012-02-14",37,45,22,47,19,33,0,19,27,32,0,0,0,0,0,23.95,29.77,1.8,21,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223669,"2012-02-15",37,5,62,33,17,25,0,19,24,40,0,0,0,0,0,24.17,30.05,2.8,14,4.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223709,"2012-02-15",37,45,38,33,17,25,0,19,24,40,0,0,0,0,0,24.17,30.05,2.8,14,4.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223717,"2012-02-15",37,53,4,33,17,25,0,19,24,40,0,0,0,0,0,24.17,30.05,2.8,14,4.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228553,"2012-02-16",37,5,21,44,16,30,0,17,25,35,0,0,0,0,0,24.27,30.21,4,16,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228593,"2012-02-16",37,45,43,44,16,30,0,17,25,35,0,0,0,0,0,24.27,30.21,4,16,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233437,"2012-02-17",37,5,46,43,16,30,0,13,24,35,0,0,0,0,0,24.26,30.15,2,12,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233477,"2012-02-17",37,45,62,43,16,30,0,13,24,35,0,0,0,0,0,24.26,30.15,2,12,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233485,"2012-02-17",37,53,1,43,16,30,0,13,24,35,0,0,0,0,0,24.26,30.15,2,12,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238321,"2012-02-18",37,5,95,40,14,27,0,17,25,38,0,0,0,0,0,24.14,30.06,6.5,15,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238361,"2012-02-18",37,45,80,40,14,27,0,17,25,38,0,0,0,0,0,24.14,30.06,6.5,15,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243205,"2012-02-19",37,5,76,48,27,38,0,17,28,27,0,0,0,0,0,23.89,29.69,2.7,24,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243245,"2012-02-19",37,45,66,48,27,38,0,17,28,27,0,0,0,0,0,23.89,29.69,2.7,24,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243253,"2012-02-19",37,53,6,48,27,38,0,17,28,27,0,0,0,0,0,23.89,29.69,2.7,24,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248089,"2012-02-20",37,5,45,37,25,31,0,11,24,34,0,0,0,0,0,24,29.82,8.4,33,11.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248129,"2012-02-20",37,45,50,37,25,31,0,11,24,34,0,0,0,0,0,24,29.82,8.4,33,11.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248137,"2012-02-20",37,53,2,37,25,31,0,11,24,34,0,0,0,0,0,24,29.82,8.4,33,11.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252973,"2012-02-21",37,5,42,46,21,34,0,14,28,31,0,0,0,0,0,24.03,29.86,6,28,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253013,"2012-02-21",37,45,53,46,21,34,0,14,28,31,0,0,0,0,0,24.03,29.86,6,28,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257857,"2012-02-22",37,5,56,57,38,48,0,22,37,17,0,0,0,0,0,23.85,29.56,4.2,24,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257897,"2012-02-22",37,45,37,57,38,48,0,22,37,17,0,0,0,0,0,23.85,29.56,4.2,24,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
